IT00AK35-3005-E1;❌ Ongelmia resurssin nimen kanssa (sallii vääriä merkkejä/pituuksia)
IT00AK35-3005-E1;❌ Ongelmia resurssin esittelyn kanssa (sallii vääriä merkkejä/pituuksia)
IT00AK35-3005-E1;❌ Ongelmia resurssin saatavuuden kanssa (ei salli false-arvoa)
IT00AK35-3005-E1;❌ Ongelmia resurssin hinnan kanssa (ei salli nollaa)
IT00AK35-3005-E1;❌ Ongelmia resurssin hinnan yksikön kanssa (kaikki vaihtoehdot eivät ole käytössä)
IT00AL12-3005-E1;⚠️ Screenshot attached
IT00AL12-3005-E1;✅ The site works
IT00AL12-3005-E1;✅ Saving resources works
IT00AL12-3005-E1;✅ Valid content in the database
IT00AL12-3005-E1;✅ Client-side and server-side validation rules are consistent
IT00AL12-3005-E1;❌ The site does not work
IT00AL12-3005-E1;❌ Saving resources does not work
IT00AL12-3005-E1;❌ Unclear content in the database
IT00AL12-3005-E1;❌ Issues with the resource name (allows invalid characters/lengths)
IT00AL12-3005-E1;❌ Issues with the resource description (allows invalid characters/lengths)
IT00AL12-3005-E1;❌ Issues with resource availability (does not allow the value false)
IT00AL12-3005-E1;❌ Issues with the resource price (does not allow zero)
IT00AL12-3005-E1;❌ Issues with the resource price unit (not all options are available)
IT00AK35-3005-F1;⚠️ Kuvakaappaus liitteenä
IT00AK35-3005-F1;✅ Sivusto toimii
IT00AK35-3005-F1;✅ Resurssien tallentaminen onnistuu
IT00AK35-3005-F1;✅ Tietokannan viestit selviä
IT00AK35-3005-F1;✅ UI → Viestit selviä
IT00AK35-3005-F1;✅ Onnistumisviesti selvä
IT00AK35-3005-F1;✅ Duplikaatin virheilmoitus selvä
IT00AK35-3005-F1;✅ Validointivirheviesti selvä
IT00AK35-3005-F1;❌ Sivusto ei toimi
IT00AK35-3005-F1;❌ Resurssien tallentaminen ei onnistu
IT00AK35-3005-F1;❌ Tietokannassa epäselvää sisältöä
IT00AK35-3005-F1;❌ Onnistumisviesti epäselvä 
IT00AK35-3005-F1;❌ Duplikaatin virheviesti epäselvä 
IT00AK35-3005-F1;❌ Validointivirheviesti epäselvä
IT00AK35-3005-F1;❌ Virheviestien väri ei ole yhtenäinen (punainen)
IT00AL12-3005-F1;⚠️ Screenshot attached
IT00AL12-3005-F1;✅ The site works
IT00AL12-3005-F1;✅ Saving resources works
IT00AL12-3005-F1;✅ Database messages are clear
IT00AL12-3005-F1;✅ UI → Messages are clear
IT00AL12-3005-F1;✅ Success message is clear
IT00AL12-3005-F1;✅ Duplicate error message is clear
IT00AL12-3005-F1;✅ Validation error message is clear
IT00AL12-3005-F1;❌ The site does not work
IT00AL12-3005-F1;❌ Saving resources does not work
IT00AL12-3005-F1;❌ Unclear content in the database
IT00AL12-3005-F1;❌ Success message is unclear
IT00AL12-3005-F1;❌ Duplicate error message is unclear
IT00AL12-3005-F1;❌ Validation error message is unclear
IT00AL12-3005-F1;❌ Error message color is not consistent (red)
IT00AK35-3005-H1;⚠️ Kuvakaappaus liitteenä → UI
IT00AK35-3005-H1;✅ Varauksen tekeminen onnistui
IT00AK35-3005-H1;✅ Varauksen muokkaaminen onnistui
IT00AK35-3005-H1;✅ Varauksen poistaminen onnistui
IT00AK35-3005-H1;✅ Varaussivu blokattu vierailta
IT00AK35-3005-H1;✅ Sivun ulkoasu yhtenäinen
IT00AK35-3005-H1;✅ Alasvetovalikko käytössä numeron sijaan (ID)
IT00AK35-3005-H1;❌ Varauksen statusta ei pysty muuttamaan.
IT00AK35-3005-H1;❌ Varausta ei pysty poistamaan.
IT00AK35-3005-H1;❌ Varausten tietoja ei pysty muokkaamaan
IT00AK35-3005-H1;❌ Varausten tietoja ei näy eikä pysty muokkaamaan
IT00AK35-3005-H1;❌ Sivu ja varauksen lisääminen onnistui ilman kirjautumista
IT00AK35-3005-H1;❌ Varaussivulle pääsi myös ilman kirjautumista
IT00AK35-3005-H1;❌ Varaamisessa joutui käyttämään ID-tietoja
IT00AK35-3005-H1;❌ Sivujen yhtenäisessä ulkoasussa eroja.
IT00AK35-3005-H1;❌ Varaussivulle ei pääse ollenkaan
IT00AK35-3005-H1;❌ Varauksen teossa puutteita (pvm, klo, tms)
IT00AL12-3005-H1;⚠️ Screenshot attached → UI
IT00AL12-3005-H1;✅ Page layout is consistent
IT00AL12-3005-H1;✅ Reservation page blocked from guests
IT00AL12-3005-H1;✅ Reservation creation succeeded
IT00AL12-3005-H1;✅ Dropdown menu used instead of a number (ID)
IT00AL12-3005-H1;✅ Reservation editing succeeded
IT00AL12-3005-H1;✅ Reservation deletion succeeded
IT00AL12-3005-H1;❌ Reservation page cannot be accessed at all
IT00AL12-3005-H1;❌ Differences in consistent page layout
IT00AL12-3005-H1;❌ Reservation page was accessible without logging in
IT00AL12-3005-H1;❌ Reservations were accessible without logging in
IT00AL12-3005-H1;❌ Reservation could be created without logging in
IT00AL12-3005-H1;❌ Making a reservation required using ID information
IT00AL12-3005-H1;❌ Reservation cannot be created
IT00AL12-3005-H1;❌ Reservation cannot be deleted
IT00AL12-3005-H1;❌ Reservation cannot be updated
IT00AL12-3005-H1;❌ Reservation details are not visible
IT00AL12-3005-H1;❌ Reservation process incomplete (date, time, etc.)
IT00AK35-3005-I1;⚠️ Kuvakaappaus liitteenä
IT00AK35-3005-I1;✅ React-sivu toimii
IT00AK35-3005-I1;✅ Alkuperäinen sivu toimii
IT00AK35-3005-I1;✅ Sivut ovat yhtenäiset
IT00AK35-3005-I1;✅ Komponentteja käytetty
IT00AK35-3005-I1;❌ React-sivu ei toimi
IT00AK35-3005-I1;❌ Alkuperäinen sivu ei toimi
IT00AK35-3005-I1;❌ Sivut eivät ole yhtenäiset
IT00AK35-3005-I1;❌ Komponentteja ei ole käytetty
IT00AL12-3005-I1;⚠️ Screenshot attached
IT00AL12-3005-I1;✅ The React page works
IT00AL12-3005-I1;✅ The original page works
IT00AL12-3005-I1;✅ The pages are consistent
IT00AL12-3005-I1;✅ Components used
IT00AL12-3005-I1;❌ React page not working
IT00AL12-3005-I1;❌ The original page is not working
IT00AL12-3005-I1;❌ The pages are not consistent
IT00AL12-3005-I1;❌ Components not used
IT00AK35-3005-J1;⚠️ Kuvakaappaus liitteenä
IT00AK35-3005-J1;✅ React-sivut toimivat
IT00AK35-3005-J1;✅ Reititys toimii
IT00AK35-3005-J1;✅ Sivut ovat yhtenäiset
IT00AK35-3005-J1;✅ Lomake toimii
IT00AK35-3005-J1;✅ Validointi toteutettu
IT00AK35-3005-J1;❌ React-sivut eivät toimi
IT00AK35-3005-J1;❌ Reititys ei toimi
IT00AK35-3005-J1;❌ Sivut eivät ole yhtenäiset
IT00AK35-3005-J1;❌ Lomake ei toimi
IT00AK35-3005-J1;❌ Ei validointia
IT00AL12-3005-J1;⚠️ Screenshot attached
IT00AL12-3005-J1;✅ React pages work
IT00AL12-3005-J1;✅ Routing works
IT00AL12-3005-J1;✅ The pages are consistent
IT00AL12-3005-J1;✅ The form works
IT00AL12-3005-J1;✅ Validation implemented
IT00AL12-3005-J1;❌ React pages not working
IT00AL12-3005-J1;❌ Routing is not working
IT00AL12-3005-J1;❌ The pages are not consistent
IT00AL12-3005-J1;❌ The form is not working
IT00AL12-3005-J1;❌ No validation
IT00AK35-3005-K1;⚠️ Kuvakaappaus liitteenä
IT00AK35-3005-K1;✅ Frontend toimii
IT00AK35-3005-K1;✅ Sivut ovat yhtenäiset
IT00AK35-3005-K1;✅ Tallentaminen onnistuu API:n kautta
IT00AK35-3005-K1;✅ Tiedot näkyvät API:n kautta
IT00AK35-3005-K1;✅ Omat alisivut tallentamiselle ja näyttämiselle
IT00AK35-3005-K1;❌ Frontend ei toimi
IT00AK35-3005-K1;❌ Sivut eivät ole yhtenäiset
IT00AK35-3005-K1;❌ Tallentaminen ei onnistu
IT00AK35-3005-K1;❌ Tiedot eivät ole näkyvissä
IT00AK35-3005-K1;❌ Omat alisivut ei ole käytössä
IT00AL12-3005-K1;⚠️ Screenshot attached
IT00AL12-3005-K1;✅ Frontend works
IT00AL12-3005-K1;✅ The pages are consistent
IT00AL12-3005-K1;✅ Saving works via API
IT00AL12-3005-K1;✅ Data is visible via API
IT00AL12-3005-K1;✅ Own subpages for saving and displaying
IT00AL12-3005-K1;❌ Frontend not working
IT00AL12-3005-K1;❌ The pages are not consistent
IT00AL12-3005-K1;❌ Saving is not working
IT00AL12-3005-K1;❌ Data is not visible.
IT00AL12-3005-K1;❌ Subpages are not in use.
IT00AK35-3005-FINAL;⚠️ Kuvakaappaus liitteenä
IT00AK35-3005-FINAL;✅ Sivu toimii (tiedot näkyvät)
IT00AK35-3005-FINAL;✅ Sivun ulkoasu on käyttäjäystävällinen
IT00AK35-3005-FINAL;✅ Asiakkaan lisääminen onnistuu
IT00AK35-3005-FINAL;✅ Asiakkaan poistaminen onnistuu
IT00AK35-3005-FINAL;✅ Asiakkaan tietojen päivittäminen onnistuu
IT00AK35-3005-FINAL;❌ Sivu ei toimi
IT00AK35-3005-FINAL;❌ Sivun ulkoasu on puutteellinen
IT00AK35-3005-FINAL;❌ Asiakkaan lisääminen ei onnistu
IT00AK35-3005-FINAL;❌ Asiakasta ei voi poistaa
IT00AK35-3005-FINAL;❌ Asiakkaan tietoja ei voi päivittää
IT00AL12-3005-FINAL;⚠️ Screenshot attached
IT00AL12-3005-FINAL;✅ The page works (data is displayed)
IT00AL12-3005-FINAL;✅ The page layout is user-friendly
IT00AL12-3005-FINAL;✅ Adding a customer works
IT00AL12-3005-FINAL;✅ Deleting a customer works
IT00AL12-3005-FINAL;✅ Updating customer information works
IT00AL12-3005-FINAL;❌ The page does not work
IT00AL12-3005-FINAL;❌ The page layout is not user-friendly
IT00AL12-3005-FINAL;❌ Adding a customer does not work
IT00AL12-3005-FINAL;❌ A customer cannot be deleted
IT00AL12-3005-FINAL;❌ Customer information cannot be updated
